state,government_function,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours,part_time_hours_coefficient_of_variation_as_percent,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_employees,total_employees_coefficient_of_variation_as_percent,total_march_pay,total_march_pay_coefficient_of_variation_as_percent,year
IA,housing and community development,455,1.14,2051688,0.67,83,4.79,90242,1.15,7450,1.29,497,1.15,538,1.21,2141930,0.64,2010
IA,natural resources,203,3.65,759744,3.31,113,3.25,144755,5.17,11597,4.54,268,1.85,316,2.62,904499,2.9,2010
IA,water transport and terminals,1719,0.32,6925730,0.29,387,0.34,169914,0.43,10842,0.35,1780,0.33,2106,0.27,7095644,0.28,2010
IA,electric power,795,1.05,3749839,0.82,41,2.97,29401,1.9,2345,1.07,808,1.05,836,1,3779240,0.81,2010
IA,gas supply,79,2.36,357442,1.6,1,0.01,255,0.01,30,0.01,79,2.36,80,2.33,357697,1.6,2010
IA,transit,496,0.01,1879429,0.01,530,0.01,833960,0.01,65463,0.01,868,0.01,1026,0,2713389,0,2010
IA,education total,64057,2.73,239538247,2.91,33256,3.66,29017500,4.03,2028540,4.32,75770,2.85,97313,2.19,268555747,2.63,2010
IA,education - elementary and secondary total,58896,2.71,217279813,2.85,24661,2.78,22728018,3.01,1716305,3.24,68814,2.75,83557,2.08,240007831,2.6,2010
IA,education - elementary and secondary instructional,44923,2.73,182580981,2.89,12891,2.9,12358261,3.01,862202,3.53,49932,2.8,57814,2.22,194939242,2.71,2010
IA,education - elementary and secondary other,13973,2.64,34698832,2.64,11770,2.64,10369757,3.01,854103,2.95,18882,2.62,25743,1.87,45068589,2.15,2010
IA,education - higher education total,5161,2.98,22258434,3.44,8595,6.19,6289482,7.72,312235,10.21,6956,3.79,13756,4.03,28547916,3.18,2010
IA,education - higher education instructional,1794,3.7,9322582,3.62,4909,7.81,4257639,7.53,132575,14.65,2554,6.22,6703,5.81,13580221,3.43,2010
IA,education - higher education other,3367,2.6,12935852,3.32,3686,4.04,2031843,8.13,179660,6.94,4402,2.39,7053,2.45,14967695,3.07,2010
IA,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
IA,libraries,790,0.57,2904911,0.43,2501,0.67,1595977,0.89,169814,0.71,1749,0.71,3291,0.53,4500888,0.42,2010
IA,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
IA,other and unallocable,1515,1.06,5796066,1.07,709,2.71,576591,2.52,49766,2.26,1796,1.09,2224,1.13,6372657,1,2010
KS,total,140180,0.61,471134277,0.58,49005,0.64,41946989,0.74,2936997,0.83,156320,0.61,189185,0.48,513081266,0.54,2010
KS,financial administration,2683,1.06,9922086,0.8,896,0.38,337186,1.61,24246,1.63,2759,1.47,3579,0.8,10259272,0.78,2010
KS,other government administration,2729,0.95,10243051,0.68,3302,1.2,801633,2.34,51784,0.98,2932,1.21,6031,0.78,11044684,0.65,2010
KS,judicial and legal,1571,1.06,6326427,0.85,557,0.64,454921,1.6,25614,2.21,1703,1.92,2128,0.8,6781348,0.8,2010
KS,police protection total,7764,1.43,31610950,1,839,2.24,518998,1.57,39760,2.02,7984,1.44,8603,1.31,32129948,0.99,2010
KS,police protection - officers,5842,1.31,25634869,0.89,418,2.63,187860,2.14,16013,2.7,5931,1.31,6260,1.23,25822729,0.89,2010
KS,police protection - other,1922,1.81,5976081,1.48,421,1.85,331138,1.24,23747,1.56,2053,1.82,2343,1.52,6307219,1.4,2010
KS,fire protection total,3169,0.26,14905162,0.19,2081,3.77,343543,7.59,31735,7.16,3334,0.84,5250,1.5,15248705,0.25,2010
KS,fire protection - firefighters,2982,0.18,14111377,0.14,2008,3.66,302623,7.74,28636,7.16,3130,0.68,4990,1.48,14414000,0.21,2010
KS,fire protection - other,187,1.66,793785,1.08,73,6.84,40920,6.49,3099,7.16,204,3.2,260,2.26,834705,1.07,2010
KS,corrections,3107,1.55,10664078,1.42,217,3.26,177556,2.58,13333,2.84,3181,1.65,3324,1.47,10841634,1.4,2010
KS,highways,5308,1.64,15690917,1.18,724,0.44,580487,0.35,50972,0.27,5572,1.65,6032,1.45,16271404,1.14,2010
KS,air transportation,213,0.21,812953,0.13,15,3.05,13795,1.96,1159,0.88,220,0.59,228,0.28,826748,0.13,2010
KS,water transport and terminals,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
KS,public welfare,492,2.09,1526181,1.99,131,2.13,107485,2.32,8558,1.25,540,2.24,623,1.71,1633666,1.87,2010
KS,health,3918,1.39,12349022,1.34,1290,6.06,888454,3.91,65860,6.52,4281,1.59,5208,1.83,13237476,1.28,2010
KS,hospitals,7433,2.2,28675041,2.31,2281,2.19,3289132,2.66,195520,3.07,8521,2.01,9714,1.76,31964173,2.09,2010
KS,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
KS,solid waste management,955,1.87,2694532,1.64,115,1.79,87272,1.38,7795,1.52,998,1.97,1070,1.68,2781804,1.59,2010
KS,sewerage,1167,0.76,4224485,0.57,104,0.54,56628,0.73,4817,0.48,1189,0.75,1271,0.7,4281113,0.56,2010
KS,parks and recreation,1742,0.86,5838129,0.87,1802,0.31,1002573,0.28,88980,0.31,2244,0.82,3544,0.45,6840702,0.74,2010
KS,housing and community development,664,1.4,2233350,1.14,223,2.13,204058,1.11,14869,1.39,756,1.72,887,1.18,2437408,1.05,2010
KS,natural resources,412,1.35,1028506,2.31,118,2.75,85880,2.68,7709,2.86,456,1.81,530,1.22,1114386,2.14,2010
KS,water transport and terminals,2157,0.6,8390896,0.51,587,1.19,459502,0.73,31429,0.55,2320,0.55,2744,0.53,8850398,0.48,2010
KS,electric power,1022,1.63,5479344,0.9,19,2.12,8272,0.68,883,0.81,1027,1.68,1041,1.6,5487616,0.9,2010
KS,gas supply,56,2.51,197232,2.85,1,0.01,839,0.01,57,0.01,56,2.51,57,2.47,198071,2.84,2010
KS,transit,290,0.32,1014897,0.21,45,3.2,35462,3.97,3518,3.98,309,0.44,335,0.51,1050359,0.24,2010
KS,education total,89904,1.44,285162324,1.49,32361,1.68,31557373,1.78,2191575,1.99,102084,1.48,122265,1.15,316719697,1.35,2010
KS,education - elementary and secondary total,83131,1.28,257770814,1.2,25089,1.3,24619896,1.39,1809591,1.6,93173,1.29,108220,1.03,282390710,1.1,2010
KS,education - elementary and secondary instructional,59383,1.24,205327324,1.17,11773,1.17,14688791,1.16,1000981,1.31,64838,1.24,71156,1.05,220016115,1.09,2010
KS,education - elementary and secondary other,23748,1.37,52443490,1.32,13316,1.42,9931105,1.73,808610,1.96,28335,1.41,37064,1.02,62374595,1.14,2010
KS,education - higher education total,6773,3.47,27391510,4.23,7272,3,6937477,3.16,381984,3.82,8911,3.4,14045,2.28,34328987,3.44,2010
KS,education - higher education instructional,2347,4.06,12199085,4.92,3228,2.06,4292815,3.46,123738,5.53,3045,4.33,5575,2.08,16491900,3.75,2010
KS,education - higher education other,4426,3.16,15192425,3.68,4044,3.75,2644662,2.68,258246,3.01,5866,2.92,8470,2.43,17837087,3.16,2010
KS,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
KS,libraries,903,1.39,2987376,1.05,656,2.33,551491,1.63,48118,1.91,1176,1.72,1559,1.27,3538867,0.92,2010
KS,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
KS,other and unallocable,2521,1.93,9157338,2.56,641,2.6,384449,2.06,28706,2.03,2678,2.35,3162,1.63,9541787,2.46,2010
KY,total,152136,0.86,471744173,0.85,28118,0.96,20858575,0.86,1567693,0.84,161040,0.85,180254,0.74,492602748,0.82,2010
KY,financial administration,1394,2.99,4873112,2.57,284,0.53,250679,0.92,21293,0.9,1530,2.97,1678,2.49,5123791,2.45,2010
KY,other government administration,2310,1.62,7684726,1.45,1871,0.27,882539,0.8,45528,0.73,2557,1.76,4181,0.9,8567265,1.31,2010
KY,judicial and legal,860,2.49,2478189,2.21,386,4.49,389270,4.92,28794,4.55,1024,3.33,1246,2.21,2867459,2.02,2010
KY,police protection total,7576,1.55,30014448,1.51,634,3.06,563951,3.31,46837,3.63,7829,1.6,8210,1.45,30578399,1.48,2010
KY,police protection - officers,6640,1.33,27285456,1.37,207,3.05,223913,2.72,16348,2.92,6720,1.37,6847,1.3,27509369,1.36,2010
KY,police protection - other,936,3.07,2728992,2.88,427,3.07,340038,3.7,30489,4.01,1109,2.97,1363,2.32,3069030,2.59,2010
KY,fire protection total,4190,3.32,18075093,2.51,769,6.58,334390,5.75,27419,5.73,4346,3.61,4959,2.99,18409483,2.47,2010
KY,fire protection - firefighters,4033,3.38,17519699,2.53,744,6.66,315981,5.82,26460,5.78,4184,3.67,4777,3.04,17835680,2.49,2010
KY,fire protection - other,157,1.9,555394,1.87,25,3.99,18409,4.43,959,4.14,162,1.89,182,1.73,573803,1.82,2010
KY,corrections,3531,4.06,9748322,3.86,457,5.34,432182,4.72,38374,4.79,3748,3.94,3988,3.64,10180504,3.7,2010
KY,highways,2767,3.29,7996138,3.06,98,3.13,83633,3.41,6657,2.56,2805,3.21,2865,3.18,8079771,3.03,2010
KY,air transportation,617,0.1,2717519,0.07,84,0.73,94958,0.81,6859,0.64,655,0.17,701,0.12,2812477,0.07,2010
KY,water transport and terminals,13,0.01,61952,0.01,2,0.01,1504,0.01,144,0.01,14,0.01,15,0,63456,0,2010
KY,public welfare,296,1.84,1022892,1.32,166,2.32,119700,2.83,16249,2.76,388,2.22,462,1.44,1142592,1.22,2010
KY,health,5908,3.67,18032597,3.05,834,4.68,1140541,5.31,62152,6.25,6261,3.59,6742,3.27,19173138,2.89,2010
KY,hospitals,4250,0.85,16053990,0.73,1335,2.82,2141302,1.44,123299,1.61,4947,0.8,5585,0.94,18195292,0.66,2010
KY,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
KY,solid waste management,1272,3.83,3613971,3.3,171,9.75,180425,3.44,15879,6.02,1363,4.65,1443,3.57,3794396,3.15,2010
KY,sewerage,1875,1.34,7939800,0.99,41,0.65,54363,0.6,3019,0.69,1892,1.34,1916,1.31,7994163,0.99,2010
KY,parks and recreation,1254,1.45,3997091,1.25,925,2.26,604084,1.43,62054,1.65,1606,1.68,2179,1.27,4601175,1.1,2010
KY,housing and community development,1015,1.78,3282729,1.89,76,0.72,78124,0.51,6831,0.58,1053,1.78,1091,1.65,3360853,1.85,2010
KY,natural resources,173,0.35,475780,0.21,399,0.53,98510,0.16,3830,0.19,194,0.27,572,0.38,574290,0.18,2010
KY,water transport and terminals,2772,1.85,9967911,1.49,384,1.2,348957,1.32,27310,2.01,2925,1.63,3156,1.63,10316868,1.44,2010
KY,electric power,631,1.34,3139893,1.1,19,0.93,27080,0.47,1200,1.03,637,1.38,650,1.3,3166973,1.09,2010
KY,gas supply,125,3.42,403484,2.02,4,0.01,2694,0.01,210,0.01,126,3.39,129,3.32,406178,2.01,2010
KY,transit,921,0.01,3278782,0.01,164,0.01,199021,0.01,16972,0.01,1018,0.01,1085,0,3477803,0,2010
KY,education total,104770,1.68,305168065,1.64,17600,1.99,11692750,1.93,905446,1.84,109930,1.68,122370,1.47,316860815,1.58,2010
KY,education - elementary and secondary total,104767,1.68,305159616,1.64,17596,1.99,11689887,1.93,905224,1.84,109926,1.68,122363,1.47,316849503,1.58,2010
KY,education - elementary and secondary instructional,67331,1.54,229210542,1.6,8609,1.62,6174373,1.67,494496,1.54,69949,1.55,75940,1.38,235384915,1.56,2010
KY,education - elementary and secondary other,37436,1.93,75949074,1.77,8987,2.35,5515514,2.23,410728,2.21,39977,1.92,46423,1.62,81464588,1.65,2010
KY,education - higher education total,3,0.01,8449,0.01,4,0.01,2863,0.01,222,0.01,4,0.01,7,0,11312,0,2010
KY,education - higher education instructional,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
KY,education - higher education other,3,0.01,8449,0.01,4,0.01,2863,0.01,222,0.01,4,0.01,7,0,11312,0,2010
KY,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
KY,libraries,1331,1.92,3666203,2.11,924,1.97,813422,1.82,70734,1.97,1735,1.87,2255,1.39,4479625,1.76,2010
KY,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
KY,other and unallocable,2285,1.81,8051486,1.6,491,4.04,324496,4.39,30603,4.92,2457,2.03,2776,1.65,8375982,1.54,2010
LA,total,173868,0.39,590652885,0.42,33281,1.01,27700043,0.7,2203237,0.66,186785,0.38,207149,0.37,618352928,0.4,2010
LA,financial administration,3584,1.15,12713911,1.05,243,1.31,273631,1.36,19025,1.47,3693,1.18,3827,1.08,12987542,1.02,2010
LA,other government administration,2619,2.52,9281593,2.19,986,2.61,684693,2.02,49559,1.91,2901,2.41,3605,1.96,9966286,2.04,2010
LA,judicial and legal,5399,0.66,17731114,0.62,836,0.82,884052,0.69,67158,0.78,5789,0.73,6235,0.58,18615166,0.59,2010
LA,police protection total,15161,0.92,55048512,0.84,2097,2.12,1837759,1.99,168006,2.21,16129,1.04,17258,0.84,56886271,0.82,2010
LA,police protection - officers,12061,0.87,44711924,0.81,1005,2.35,731902,2.17,64272,2.58,12426,0.96,13066,0.83,45443826,0.8,2010
LA,police protection - other,3100,1.07,10336588,0.96,1092,1.9,1105857,1.87,103734,1.98,3703,1.31,4192,0.93,11442445,0.89,2010
LA,fire protection total,4795,1.01,19648727,0.82,418,2.75,145239,3.83,15409,4.01,4877,1.09,5213,0.96,19793966,0.81,2010
LA,fire protection - firefighters,4650,0.98,19181988,0.79,393,2.82,138679,3.94,14673,4.12,4728,1.06,5043,0.93,19320667,0.78,2010
LA,fire protection - other,145,1.93,466739,1.86,25,1.66,6560,1.54,736,1.97,149,2.13,170,1.66,473299,1.83,2010
LA,corrections,6809,5.04,18848470,4.16,621,1.92,714323,2.12,69572,2.4,7206,5.02,7430,4.62,19562793,4.01,2010
LA,highways,4959,1.58,13679968,1.52,425,2.45,383664,3.25,37640,4.1,5176,1.75,5384,1.46,14063632,1.48,2010
LA,air transportation,338,0.87,1320091,0.59,26,7.78,27449,8.06,2219,12.15,351,0.51,364,0.98,1347540,0.6,2010
LA,water transport and terminals,330,5.25,1423544,4.54,24,0.8,21761,1.02,1516,0.77,338,5.11,354,4.9,1445305,4.48,2010
LA,public welfare,769,3.06,2098631,2.87,91,1.61,127672,1.76,10625,2.2,829,3.18,860,2.74,2226303,2.7,2010
LA,health,1491,6.45,5177629,7.9,361,6.01,488727,4.79,38719,6.93,1713,7.04,1852,5.32,5666356,7.23,2010
LA,hospitals,17172,0.79,72369286,0.68,4099,1.42,7091621,1.79,366458,1.46,19255,0.82,21271,0.69,79460907,0.64,2010
LA,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
LA,solid waste management,1009,3.19,2664738,3.57,226,1.81,136236,2.68,14535,3.02,1089,3.85,1235,2.63,2800974,3.4,2010
LA,sewerage,2039,1.1,6388243,0.89,123,1.69,131212,2.78,10975,4.71,2104,1.33,2162,1.04,6519455,0.87,2010
LA,parks and recreation,2826,1.04,7923044,1.13,2666,0.77,2232053,1.23,256991,1.39,4284,1.26,5492,0.65,10155097,0.92,2010
LA,housing and community development,1004,1.79,3516045,2.22,127,3.72,107378,4.37,10523,5.88,1062,1.98,1131,1.64,3623423,2.16,2010
LA,natural resources,987,4.05,3125862,3.52,125,4.33,73346,4.53,6713,8.71,1026,3.77,1112,3.63,3199208,3.44,2010
LA,water transport and terminals,2706,1.22,11782633,0.94,245,1.78,263580,2.92,21225,3.54,2826,1.52,2951,1.13,12046213,0.92,2010
LA,electric power,659,3.1,2633472,2.51,28,0.01,28244,0.01,2300,0.01,672,3.04,687,2.98,2661716,2.48,2010
LA,gas supply,417,4.13,1143530,5.72,9,0.81,5071,0.57,340,0.86,419,4.13,426,4.04,1148601,5.7,2010
LA,transit,357,7,1152373,9.02,46,1.85,62982,1.81,6004,2.09,391,6.25,403,6.21,1215355,8.55,2010
LA,education total,93452,0.77,305809299,0.9,17966,2.57,10266392,1.81,877923,1.71,98809,0.74,111418,0.77,316075691,0.88,2010
LA,education - elementary and secondary total,93452,0.77,305809299,0.9,17966,2.57,10266392,1.81,877923,1.71,98809,0.74,111418,0.77,316075691,0.88,2010
LA,education - elementary and secondary instructional,64804,0.69,247288875,0.82,11693,1.97,6701123,1.05,522510,0.74,67989,0.66,76497,0.66,253989998,0.8,2010
LA,education - elementary and secondary other,28648,0.95,58520424,1.27,6273,3.69,3565269,3.22,355413,3.14,30820,0.91,34921,1.02,62085693,1.21,2010
LA,education - higher education total,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
LA,education - higher education instructional,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
LA,education - higher education other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
LA,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
LA,libraries,2012,1.51,5852363,1.38,1103,2.29,1246351,1.87,107383,3,2630,1.82,3115,1.27,7098714,1.19,2010
LA,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
LA,other and unallocable,2974,1.41,9319807,1.14,390,1.01,466607,0.82,42419,0.85,3216,1.47,3364,1.26,9786414,1.08,2010
ME,total,44615,1.75,158169379,1.73,20372,1.24,16119739,1.43,1079750,1.34,50567,1.7,64987,1.26,174289118,1.58,2010
ME,financial administration,1073,1.48,3447783,1.18,1123,4.05,613376,1.54,42699,2.29,1391,1.7,2196,2.19,4061159,1.03,2010
ME,other government administration,1131,1.62,4350686,1.39,2058,7.06,700815,4.61,55939,9.33,1667,3.23,3189,4.59,5051501,1.36,2010
ME,judicial and legal,169,1.26,531532,2.39,25,0.98,33075,0.75,1853,1.4,180,1.2,194,1.11,564607,2.25,2010
ME,police protection total,2179,1.79,9301965,1.8,408,3.47,334450,5.44,26139,5.47,2320,2.02,2587,1.61,9636415,1.75,2010
ME,police protection - officers,1749,1.72,7813465,1.74,211,3.52,171436,3.97,13103,3.86,1823,1.82,1960,1.58,7984901,1.7,2010
ME,police protection - other,430,2.08,1488500,2.12,197,3.41,163014,6.99,13036,7.09,497,2.74,627,1.79,1651514,2.03,2010
ME,fire protection total,1137,0.51,4920080,0.47,2763,2.93,762602,2.19,51754,2.11,1435,1.38,3900,2.08,5682682,0.5,2010
ME,fire protection - firefighters,1066,0.4,4614776,0.37,2719,2.88,723437,1.89,49055,1.8,1347,1.03,3785,2.07,5338213,0.41,2010
ME,fire protection - other,71,2.23,305304,1.9,44,6.06,39165,7.63,2699,7.86,88,6.7,115,2.7,344469,1.9,2010
ME,corrections,725,3.25,2485289,2.82,87,9.96,139122,9.72,11767,11.16,785,3.7,812,3.09,2624411,2.72,2010
ME,highways,1339,0.99,4508082,0.86,575,0.08,398583,1.07,23449,1.07,1458,1.19,1914,0.69,4906665,0.8,2010
ME,air transportation,149,3.45,588838,2.59,69,3.11,99232,1.62,7587,1.42,192,2.92,218,2.56,688070,2.23,2010
ME,water transport and terminals,10,5.75,35753,4.63,4,0.01,3888,0.01,209,0.01,11,5.23,14,4.11,39641,4.17,2010
ME,public welfare,306,0.17,921018,0.13,115,0.23,194817,0.11,11576,0.11,375,0.16,421,0.14,1115835,0.11,2010
ME,health,124,0.16,555771,0.15,214,3.83,258861,2.03,14337,2.58,207,1.4,338,2.43,814632,0.65,2010
ME,hospitals,670,0.01,2995551,0.01,228,0.01,406016,0.01,17060,0.01,767,0.01,898,0,3401567,0,2010
ME,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
ME,solid waste management,411,2.65,1412552,1.89,371,3.53,350983,4.41,30925,3.95,569,3.79,782,2.18,1763535,1.75,2010
ME,sewerage,549,1.67,2258414,1.59,144,0.43,90507,1.54,6170,1.46,581,2.01,693,1.32,2348921,1.53,2010
ME,parks and recreation,322,2.22,1121048,1.89,614,1.91,440202,1.12,43161,1.26,568,2.39,936,1.47,1561250,1.39,2010
ME,housing and community development,468,1.79,1727655,2.4,61,2.35,66532,3.4,5267,2.81,502,1.85,529,1.61,1794187,2.32,2010
ME,natural resources,46,0.01,135929,0.01,10,0.01,9402,0.01,691,0.01,50,0.01,56,0,145331,0,2010
ME,water transport and terminals,661,1.62,2563649,1.81,124,3.71,148703,4.17,7703,4.09,699,1.74,785,1.48,2712352,1.72,2010
ME,electric power,17,0.01,68984,0.01,10,0.01,13514,0.01,730,0.01,21,0.01,27,0,82498,0,2010
ME,gas supply,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
ME,transit,83,0.01,319858,0.01,37,0.01,76394,0.01,4889,0.01,111,0.01,120,0,396252,0,2010
ME,education total,32224,3.06,111146972,2.95,9893,2.43,10020817,3,652270,2.78,35491,3.12,42117,2.41,121167789,2.72,2010
ME,education - elementary and secondary total,32224,3.06,111146972,2.95,9893,2.43,10020817,3,652270,2.78,35491,3.12,42117,2.41,121167789,2.72,2010
ME,education - elementary and secondary instructional,24646,2.99,91435899,2.91,6275,2.7,6459610,3.13,405531,2.79,26633,2.99,30921,2.44,97895509,2.73,2010
ME,education - elementary and secondary other,7578,3.28,19711073,3.15,3618,1.95,3561207,2.77,246739,2.76,8858,3.49,11196,2.31,23272280,2.7,2010
ME,education - higher education total,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
ME,education - higher education instructional,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
ME,education - higher education other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
ME,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
ME,libraries,184,1.92,621685,1.91,333,2.76,306213,2.73,23411,2.79,304,2.95,517,1.9,927898,1.57,2010
ME,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
ME,other and unallocable,638,0.65,2150285,0.58,1106,0.74,651635,1.89,40164,1.47,883,1.32,1744,0.53,2801920,0.63,2010
MD,total,189766,0.4,984957761,0.37,61034,0.54,90375328,0.33,4386345,0.5,214972,0.4,250800,0.33,1075333089,0.34,2010
MD,financial administration,2197,1.25,11068452,1.08,137,0.66,271212,0.3,11539,0.61,2263,1.25,2334,1.18,11339664,1.05,2010
MD,other government administration,3133,1.53,16340582,1.29,826,2.36,1602769,1.38,71181,1.38,3538,1.54,3959,1.3,17943351,1.18,2010
MD,judicial and legal,3254,1.02,15938178,0.93,370,2.09,692626,1.58,36418,2.17,3465,1.11,3624,0.94,16630804,0.89,2010
MD,police protection total,15853,0.78,91177138,0.73,1312,0.87,1594119,0.77,107629,0.84,16485,0.77,17165,0.73,92771257,0.72,2010
MD,police protection - officers,12225,0.83,74046547,0.77,154,1.87,226842,1.77,13013,2.17,12299,0.82,12379,0.82,74273389,0.77,2010
MD,police protection - other,3628,0.65,17130591,0.59,1158,0.74,1367277,0.61,94616,0.66,4186,0.63,4786,0.52,18497868,0.55,2010
MD,fire protection total,6703,0.89,38944976,0.65,159,2.5,279431,2.27,14270,2.75,6784,0.79,6862,0.87,39224407,0.65,2010
MD,fire protection - firefighters,6099,0.51,35888631,0.42,57,6.1,77055,7.67,4760,7.65,6127,0.41,6156,0.51,35965686,0.42,2010
MD,fire protection - other,604,4.69,3056345,3.42,102,0.49,202376,0.22,9510,0.29,657,4.27,706,4.01,3258721,3.21,2010
MD,corrections,3667,1.26,17545222,1.28,71,0.4,146073,0.14,8502,0.25,3717,1.24,3738,1.23,17691295,1.27,2010
MD,highways,5455,1.8,20621549,1.64,93,0.79,165119,0.37,7945,0.6,5500,1.79,5548,1.77,20786668,1.62,2010
MD,air transportation,28,2.62,113898,2.76,32,0.77,31339,1.44,2062,2.96,40,2.54,60,1.29,145237,2.19,2010
MD,water transport and terminals,3,0.01,19268,0.01,8,0.01,3383,0.01,306,0.01,5,0.01,11,0,22651,0,2010
MD,public welfare,2390,1.03,11099835,0.84,1305,0.56,2506741,0.43,156081,0.46,3296,0.91,3695,0.7,13606576,0.69,2010
MD,health,3748,1.95,18115543,1.66,1158,1.98,2649189,0.68,141106,0.66,4554,1.65,4906,1.56,20764732,1.46,2010
MD,hospitals,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
MD,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
MD,solid waste management,2444,1.41,7658810,1.52,169,1.37,208453,1.63,16458,1.5,2540,1.42,2613,1.32,7867263,1.48,2010
MD,sewerage,3228,1.19,15189347,0.95,29,2.93,57335,0.68,1947,1.17,3239,1.19,3257,1.18,15246682,0.94,2010
MD,parks and recreation,5137,1.27,22369385,1.25,5791,2.53,3874599,2.16,324453,1.99,7015,1.39,10928,1.47,26243984,1.12,2010
MD,housing and community development,2335,2.4,8942310,2.58,186,3.6,555438,1.9,25326,2.94,2481,2.49,2521,2.24,9497748,2.43,2010
MD,natural resources,899,0.53,4303574,0.61,514,0.12,520693,0.29,39515,0.19,1123,0.5,1413,0.34,4824267,0.54,2010
