state,government_function,year,full_time_employees,full_time_pay,part_time_employees,part_time_pay,part_time_hours,full_time_equivalent_employees,total_march_pay,equivalent_employees,march_pay,total_employees,october_total_pay,total_october_pay,total_march_full_time_and_part_time_employees
AK,gas supply,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
AK,transit,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
AK,education - elementary and secondary instructional,2001,1879,7037971,762,689764,49399,2209,7727735,NA,NA,NA,NA,NA,NA
AK,education - elementary and secondary total,2001,736,1991454,777,746908,60428,1151,2738362,NA,NA,NA,NA,NA,NA
AK,education - higher education instructional,2001,1073,6204385,1440,1495577,46374,1335,7699962,NA,NA,NA,NA,NA,NA
AK,education - higher education other,2001,2555,8536303,2050,1367977,134777,3316,9904280,NA,NA,NA,NA,NA,NA
AK,education - other,2001,361,1324671,47,55046,3822,384,1379717,NA,NA,NA,NA,NA,NA
AK,libraries,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
AK,liquor stores,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
AK,other and unallocable,2001,2437,10162123,54,61699,3808,2461,10223822,NA,NA,NA,NA,NA,NA
AZ,total,2001,56061,179302568,23516,20001455,1614849,65185,199304023,NA,NA,NA,NA,NA,NA
AZ,financial administration,2001,3594,9924084,45,80605,3845,3616,10004689,NA,NA,NA,NA,NA,NA
AZ,other government administration,2001,593,1816225,138,248949,7696,637,2065174,NA,NA,NA,NA,NA,NA
AZ,judicial and legal,2001,1374,5788273,76,159481,7594,1417,5947754,NA,NA,NA,NA,NA,NA
AZ,police protection - officers,2001,1032,4198698,1,1103,66,1032,4199801,NA,NA,NA,NA,NA,NA
AZ,police protection - other,2001,839,2653897,5,7069,461,842,2660966,NA,NA,NA,NA,NA,NA
AZ,corrections,2001,9515,26979262,94,193262,10361,9574,27172524,NA,NA,NA,NA,NA,NA
AZ,streets and highways,2001,3039,9486448,0,0,0,3039,9486448,NA,NA,NA,NA,NA,NA
AZ,air transportation,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
AZ,water transport and terminals,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
AZ,public welfare,2001,5564,13809151,120,188980,9026,5615,13998131,NA,NA,NA,NA,NA,NA
AZ,health,2001,2218,6229007,34,62397,3828,2239,6291404,NA,NA,NA,NA,NA,NA
AZ,hospitals,2001,694,2225615,62,107124,5635,726,2332739,NA,NA,NA,NA,NA,NA
AZ,social insurance administration,2001,2163,4957117,11,12607,1269,2170,4969724,NA,NA,NA,NA,NA,NA
AZ,solid waste management,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
AZ,sewerage,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
AZ,parks and recreation,2001,396,1021013,103,50105,8610,444,1071118,NA,NA,NA,NA,NA,NA
AZ,housing and community development,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
AZ,natural resources,2001,2029,6692771,639,575871,48541,2303,7268642,NA,NA,NA,NA,NA,NA
AZ,water transport and terminals,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
AZ,electric power,2001,8,34432,0,0,0,8,34432,NA,NA,NA,NA,NA,NA
AZ,gas supply,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
AZ,transit,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
AZ,education - elementary and secondary instructional,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
AZ,education - elementary and secondary total,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
AZ,education - higher education instructional,2001,4995,28811252,6283,7759572,488681,7756,36570824,NA,NA,NA,NA,NA,NA
AZ,education - higher education other,2001,11869,37880075,15340,9937111,968271,17340,47817186,NA,NA,NA,NA,NA,NA
AZ,education - other,2001,2786,7254496,423,489281,42911,3028,7743777,NA,NA,NA,NA,NA,NA
AZ,libraries,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
AZ,liquor stores,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
AZ,other and unallocable,2001,3353,9540752,142,127938,8054,3399,9668690,NA,NA,NA,NA,NA,NA
AR,total,2001,46455,134948819,14133,9337818,842744,51230,144286637,NA,NA,NA,NA,NA,NA
AR,financial administration,2001,1848,4625203,86,76602,8173,1895,4701805,NA,NA,NA,NA,NA,NA
AR,other government administration,2001,529,1707323,78,137932,9605,584,1845255,NA,NA,NA,NA,NA,NA
AR,judicial and legal,2001,1202,3946549,114,279286,10851,1263,4225835,NA,NA,NA,NA,NA,NA
AR,police protection - officers,2001,568,1718484,0,0,0,568,1718484,NA,NA,NA,NA,NA,NA
AR,police protection - other,2001,606,1539706,4,5938,572,610,1545644,NA,NA,NA,NA,NA,NA
AR,corrections,2001,4218,8924630,19,24883,2183,4230,8949513,NA,NA,NA,NA,NA,NA
AR,streets and highways,2001,3407,8430086,62,62638,8639,3456,8492724,NA,NA,NA,NA,NA,NA
AR,air transportation,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
AR,water transport and terminals,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
AR,public welfare,2001,2159,5449928,0,0,0,2159,5449928,NA,NA,NA,NA,NA,NA
AR,health,2001,4612,11605451,292,385011,31603,4791,11990462,NA,NA,NA,NA,NA,NA
AR,hospitals,2001,4121,11292239,149,200305,8473,4169,11492544,NA,NA,NA,NA,NA,NA
AR,social insurance administration,2001,875,2643226,229,232946,25992,1022,2876172,NA,NA,NA,NA,NA,NA
AR,solid waste management,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
AR,sewerage,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
AR,parks and recreation,2001,610,1285513,257,142373,24148,746,1427886,NA,NA,NA,NA,NA,NA
AR,housing and community development,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
AR,natural resources,2001,1797,4451445,504,283460,31823,1977,4734905,NA,NA,NA,NA,NA,NA
AR,water transport and terminals,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
AR,electric power,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
AR,gas supply,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
AR,transit,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
AR,education - elementary and secondary instructional,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
AR,education - elementary and secondary total,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
AR,education - higher education instructional,2001,5239,28340098,3812,3552119,222799,6501,31892217,NA,NA,NA,NA,NA,NA
AR,education - higher education other,2001,9788,25326840,7519,3082281,393659,12020,28409121,NA,NA,NA,NA,NA,NA
AR,education - other,2001,2551,7132299,783,655377,46814,2816,7787676,NA,NA,NA,NA,NA,NA
AR,libraries,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
AR,liquor stores,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
AR,other and unallocable,2001,2325,6529799,225,216667,17410,2423,6746466,NA,NA,NA,NA,NA,NA
CA,total,2001,317300,1504017404,145172,183243414,9801255,372678,1687260818,NA,NA,NA,NA,NA,NA
CA,financial administration,2001,19883,76572132,3951,5517858,394131,22110,82089990,NA,NA,NA,NA,NA,NA
CA,other government administration,2001,3632,17119355,418,878342,31706,3820,17997697,NA,NA,NA,NA,NA,NA
CA,judicial and legal,2001,3631,20700818,368,671708,28819,3795,21372526,NA,NA,NA,NA,NA,NA
CA,police protection - officers,2001,7449,42767623,216,251453,6174,7484,43019076,NA,NA,NA,NA,NA,NA
CA,police protection - other,2001,5181,18806926,846,914001,51755,5474,19720927,NA,NA,NA,NA,NA,NA
CA,corrections,2001,46373,205085671,3411,8428431,446713,48896,213514102,NA,NA,NA,NA,NA,NA
CA,streets and highways,2001,22054,123665521,1291,4149196,161601,22967,127814717,NA,NA,NA,NA,NA,NA
CA,air transportation,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CA,water transport and terminals,2001,74,318083,14,12413,745,78,330496,NA,NA,NA,NA,NA,NA
CA,public welfare,2001,3572,14496193,281,549484,24674,3710,15045677,NA,NA,NA,NA,NA,NA
CA,health,2001,11290,51410274,1641,3151173,143860,12102,54561447,NA,NA,NA,NA,NA,NA
CA,hospitals,2001,32050,144904998,8140,16760464,745833,36265,161665462,NA,NA,NA,NA,NA,NA
CA,social insurance administration,2001,15497,62301513,2569,5518547,314980,17277,67820060,NA,NA,NA,NA,NA,NA
CA,solid waste management,2001,392,1868150,60,178314,7059,432,2046464,NA,NA,NA,NA,NA,NA
CA,sewerage,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CA,parks and recreation,2001,2333,9443169,1733,2670255,212168,3532,12113424,NA,NA,NA,NA,NA,NA
CA,housing and community development,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CA,natural resources,2001,11961,55035467,3740,5198769,484643,14698,60234236,NA,NA,NA,NA,NA,NA
CA,water transport and terminals,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CA,electric power,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CA,gas supply,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CA,transit,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CA,education - elementary and secondary instructional,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CA,education - elementary and secondary total,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CA,education - higher education instructional,2001,20287,141856135,27077,42374737,1678008,29767,184230872,NA,NA,NA,NA,NA,NA
CA,education - higher education other,2001,72901,316504944,84460,74553289,4601412,98898,391058233,NA,NA,NA,NA,NA,NA
CA,education - other,2001,4521,18615739,706,1231186,65983,4893,19846925,NA,NA,NA,NA,NA,NA
CA,libraries,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CA,liquor stores,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CA,other and unallocable,2001,34219,182544693,4250,10233794,400991,36480,192778487,NA,NA,NA,NA,NA,NA
CO,total,2001,46760,181997224,35650,72905329,3640606,67328,254902553,NA,NA,NA,NA,NA,NA
CO,financial administration,2001,2103,7932909,160,251827,13524,2178,8184736,NA,NA,NA,NA,NA,NA
CO,other government administration,2001,452,1414705,119,292516,19615,563,1707221,NA,NA,NA,NA,NA,NA
CO,judicial and legal,2001,3047,11847774,845,1728948,88224,3546,13576722,NA,NA,NA,NA,NA,NA
CO,police protection - officers,2001,764,3754403,1,2544,37,764,3756947,NA,NA,NA,NA,NA,NA
CO,police protection - other,2001,403,1538332,20,24681,1620,412,1563013,NA,NA,NA,NA,NA,NA
CO,corrections,2001,6440,22392236,74,184315,9638,6494,22576551,NA,NA,NA,NA,NA,NA
CO,streets and highways,2001,2973,10929858,180,345274,18899,3080,11275132,NA,NA,NA,NA,NA,NA
CO,air transportation,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CO,water transport and terminals,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CO,public welfare,2001,1838,6761671,241,389731,20872,1956,7151402,NA,NA,NA,NA,NA,NA
CO,health,2001,1045,4738654,157,323172,13979,1124,5061826,NA,NA,NA,NA,NA,NA
CO,hospitals,2001,3095,9758043,888,1540772,90594,3606,11298815,NA,NA,NA,NA,NA,NA
CO,social insurance administration,2001,827,3266131,60,101568,6418,863,3367699,NA,NA,NA,NA,NA,NA
CO,solid waste management,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CO,sewerage,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CO,parks and recreation,2001,211,884660,108,98867,6494,248,983527,NA,NA,NA,NA,NA,NA
CO,housing and community development,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CO,natural resources,2001,1281,5497246,283,398686,17958,1383,5895932,NA,NA,NA,NA,NA,NA
CO,water transport and terminals,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CO,electric power,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CO,gas supply,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CO,transit,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CO,education - elementary and secondary instructional,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CO,education - elementary and secondary total,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CO,education - higher education instructional,2001,9457,47699241,10137,33104906,909386,14596,80804147,NA,NA,NA,NA,NA,NA
CO,education - higher education other,2001,10390,34103657,21716,33127253,2369602,23777,67230910,NA,NA,NA,NA,NA,NA
CO,education - other,2001,1034,3721101,563,808989,44586,1285,4530090,NA,NA,NA,NA,NA,NA
CO,libraries,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CO,liquor stores,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CO,other and unallocable,2001,1400,5756603,98,181280,9160,1453,5937883,NA,NA,NA,NA,NA,NA
CT,total,2001,58251,240567354,17620,22018671,1312514,66200,262586025,NA,NA,NA,NA,NA,NA
CT,financial administration,2001,2616,10522925,80,188432,8493,2672,10711357,NA,NA,NA,NA,NA,NA
CT,other government administration,2001,1036,4258968,229,826548,35379,1237,5085516,NA,NA,NA,NA,NA,NA
CT,judicial and legal,2001,4090,17815038,207,787924,30175,4285,18602962,NA,NA,NA,NA,NA,NA
CT,police protection - officers,2001,1245,5844362,0,0,0,1245,5844362,NA,NA,NA,NA,NA,NA
CT,police protection - other,2001,538,1968844,43,78559,4641,567,2047403,NA,NA,NA,NA,NA,NA
CT,corrections,2001,8651,31731718,76,206287,7977,8702,31938005,NA,NA,NA,NA,NA,NA
CT,streets and highways,2001,3619,12583019,0,0,0,3619,12583019,NA,NA,NA,NA,NA,NA
CT,air transportation,2001,33,148244,0,0,0,33,148244,NA,NA,NA,NA,NA,NA
CT,water transport and terminals,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CT,public welfare,2001,4576,18177266,182,491082,22132,4718,18668348,NA,NA,NA,NA,NA,NA
CT,health,2001,2083,8215979,104,289009,12103,2156,8504988,NA,NA,NA,NA,NA,NA
CT,hospitals,2001,9068,38890544,2063,4547848,215797,10400,43438392,NA,NA,NA,NA,NA,NA
CT,social insurance administration,2001,911,3705326,25,82066,2845,929,3787392,NA,NA,NA,NA,NA,NA
CT,solid waste management,2001,50,237122,8,19636,932,56,256758,NA,NA,NA,NA,NA,NA
CT,sewerage,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CT,parks and recreation,2001,131,464121,15,33150,2553,145,497271,NA,NA,NA,NA,NA,NA
CT,housing and community development,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CT,natural resources,2001,577,2084797,35,81863,4343,603,2166660,NA,NA,NA,NA,NA,NA
CT,water transport and terminals,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CT,electric power,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CT,gas supply,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CT,transit,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CT,education - elementary and secondary instructional,2001,2287,11777e3,650,864934,67910,2671,12641934,NA,NA,NA,NA,NA,NA
CT,education - elementary and secondary total,2001,807,1753488,313,75912,8900,857,1829400,NA,NA,NA,NA,NA,NA
CT,education - higher education instructional,2001,3821,22585337,6120,8217004,409345,6271,30802341,NA,NA,NA,NA,NA,NA
CT,education - higher education other,2001,7058,28757986,6961,4266538,423130,9620,33024524,NA,NA,NA,NA,NA,NA
CT,education - other,2001,2631,9351148,296,569884,33803,2849,9921032,NA,NA,NA,NA,NA,NA
CT,libraries,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CT,liquor stores,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
CT,other and unallocable,2001,2423,9694122,213,391995,22056,2565,10086117,NA,NA,NA,NA,NA,NA
DE,total,2001,21227,72336459,7793,7472665,513758,24324,79809124,NA,NA,NA,NA,NA,NA
DE,financial administration,2001,683,2192920,73,155972,8170,732,2348892,NA,NA,NA,NA,NA,NA
DE,other government administration,2001,220,756062,116,207502,9750,275,963564,NA,NA,NA,NA,NA,NA
DE,judicial and legal,2001,1451,4678726,21,30176,1606,1460,4708902,NA,NA,NA,NA,NA,NA
DE,police protection - officers,2001,591,2788230,0,0,0,591,2788230,NA,NA,NA,NA,NA,NA
DE,police protection - other,2001,280,807012,50,46218,4600,306,853230,NA,NA,NA,NA,NA,NA
DE,corrections,2001,2322,7176243,160,230121,22473,2454,7406364,NA,NA,NA,NA,NA,NA
DE,streets and highways,2001,1678,4719108,26,29584,2316,1692,4748692,NA,NA,NA,NA,NA,NA
DE,air transportation,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
DE,water transport and terminals,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
DE,public welfare,2001,1636,5109935,157,299445,19463,1753,5409380,NA,NA,NA,NA,NA,NA
DE,health,2001,1672,6074066,227,219897,18787,1786,6293963,NA,NA,NA,NA,NA,NA
DE,hospitals,2001,2217,5919286,185,170412,11375,2285,6089698,NA,NA,NA,NA,NA,NA
DE,social insurance administration,2001,170,471234,3,3768,268,172,475002,NA,NA,NA,NA,NA,NA
DE,solid waste management,2001,88,263497,14,13083,1483,97,276580,NA,NA,NA,NA,NA,NA
DE,sewerage,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
DE,parks and recreation,2001,188,527046,135,82520,9048,242,609566,NA,NA,NA,NA,NA,NA
DE,housing and community development,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
DE,natural resources,2001,405,1319772,125,122068,7563,451,1441840,NA,NA,NA,NA,NA,NA
DE,water transport and terminals,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
DE,electric power,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
DE,gas supply,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
DE,transit,2001,552,1983971,30,48099,4008,575,2032070,NA,NA,NA,NA,NA,NA
DE,education - elementary and secondary instructional,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
DE,education - elementary and secondary total,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
DE,education - higher education instructional,2001,1516,8761562,2613,3271293,178873,2595,12032855,NA,NA,NA,NA,NA,NA
DE,education - higher education other,2001,3646,12404580,3609,2333465,196019,4836,14738045,NA,NA,NA,NA,NA,NA
DE,education - other,2001,338,1413824,7,15514,862,343,1429338,NA,NA,NA,NA,NA,NA
DE,libraries,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
DE,liquor stores,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
DE,other and unallocable,2001,1574,4969385,242,193528,17094,1679,5162913,NA,NA,NA,NA,NA,NA
FL,total,2001,172584,535355548,38932,41538999,2649018,187552,576894547,NA,NA,NA,NA,NA,NA
FL,financial administration,2001,6718,21055958,223,167020,24337,6854,21222978,NA,NA,NA,NA,NA,NA
FL,other government administration,2001,2053,6925352,33,35650,2341,2066,6961002,NA,NA,NA,NA,NA,NA
FL,judicial and legal,2001,17715,60506623,432,762776,45111,17973,61269399,NA,NA,NA,NA,NA,NA
FL,police protection - officers,2001,2200,7889609,0,0,0,2200,7889609,NA,NA,NA,NA,NA,NA
FL,police protection - other,2001,2019,5474586,22,24002,1931,2030,5498588,NA,NA,NA,NA,NA,NA
FL,corrections,2001,28007,76009839,30,44766,2997,28024,76054605,NA,NA,NA,NA,NA,NA
FL,streets and highways,2001,9750,29663200,40,46211,3600,9770,29709411,NA,NA,NA,NA,NA,NA
FL,air transportation,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
FL,water transport and terminals,2001,0,0,6,4974,240,1,4974,NA,NA,NA,NA,NA,NA
FL,public welfare,2001,13795,35402901,89,103354,8103,13841,35506255,NA,NA,NA,NA,NA,NA
FL,health,2001,19725,53290070,1011,1723147,138273,20506,55013217,NA,NA,NA,NA,NA,NA
FL,hospitals,2001,5688,14718636,42,67485,3870,5710,14786121,NA,NA,NA,NA,NA,NA
FL,social insurance administration,2001,3581,9910519,46,66532,4161,3605,9977051,NA,NA,NA,NA,NA,NA
FL,solid waste management,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
FL,sewerage,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
FL,parks and recreation,2001,1326,2568597,77,51327,7638,1369,2619924,NA,NA,NA,NA,NA,NA
FL,housing and community development,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
FL,natural resources,2001,10306,27481458,2114,1812129,136786,11080,29293587,NA,NA,NA,NA,NA,NA
FL,water transport and terminals,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
FL,electric power,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
FL,gas supply,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
FL,transit,2001,534,1727274,32,34382,3372,553,1761656,NA,NA,NA,NA,NA,NA
FL,education - elementary and secondary instructional,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
FL,education - elementary and secondary total,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
FL,education - higher education instructional,2001,13996,84102634,15969,20987467,1064078,20007,105090101,NA,NA,NA,NA,NA,NA
FL,education - higher education other,2001,23368,65961541,18410,15287326,1173731,29999,81248867,NA,NA,NA,NA,NA,NA
FL,education - other,2001,3318,8594211,72,66929,5385,3348,8661140,NA,NA,NA,NA,NA,NA
FL,libraries,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
FL,liquor stores,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
FL,other and unallocable,2001,8485,24072540,284,253522,23064,8616,24326062,NA,NA,NA,NA,NA,NA
GA,total,2001,107626,325862909,35213,28406026,2399005,121180,354268935,NA,NA,NA,NA,NA,NA
GA,financial administration,2001,2793,9208841,450,523276,51552,3085,9732117,NA,NA,NA,NA,NA,NA
GA,other government administration,2001,1032,3486877,608,1145874,67888,1416,4632751,NA,NA,NA,NA,NA,NA
GA,judicial and legal,2001,1462,6725978,10,20208,848,1467,6746186,NA,NA,NA,NA,NA,NA
GA,police protection - officers,2001,1185,3862558,0,0,0,1185,3862558,NA,NA,NA,NA,NA,NA
GA,police protection - other,2001,1107,3060870,18,17008,1700,1117,3077878,NA,NA,NA,NA,NA,NA
GA,corrections,2001,19660,46826058,661,533026,62276,20012,47359084,NA,NA,NA,NA,NA,NA
GA,streets and highways,2001,6050,15499030,31,17048,1064,6056,15516078,NA,NA,NA,NA,NA,NA
GA,air transportation,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
GA,water transport and terminals,2001,675,2812105,0,0,0,675,2812105,NA,NA,NA,NA,NA,NA
GA,public welfare,2001,9486,23368235,177,164314,18266,9589,23532549,NA,NA,NA,NA,NA,NA
GA,health,2001,3815,12248037,189,148313,19146,3924,12396350,NA,NA,NA,NA,NA,NA
GA,hospitals,2001,9644,22405156,324,257721,13640,9720,22662877,NA,NA,NA,NA,NA,NA
GA,social insurance administration,2001,2015,5691722,28,11330,1680,2024,5703052,NA,NA,NA,NA,NA,NA
GA,solid waste management,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
GA,sewerage,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
GA,parks and recreation,2001,1256,2914005,2936,2754600,330562,3123,5668605,NA,NA,NA,NA,NA,NA
GA,housing and community development,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
GA,natural resources,2001,4348,12339850,915,707172,70806,4747,13047022,NA,NA,NA,NA,NA,NA
GA,water transport and terminals,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
GA,electric power,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
GA,gas supply,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
GA,transit,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
GA,education - elementary and secondary instructional,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
GA,education - elementary and secondary total,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
GA,education - higher education instructional,2001,10223,54821170,8348,9316369,460828,12825,64137539,NA,NA,NA,NA,NA,NA
GA,education - higher education other,2001,21977,64382257,16311,9355761,1024846,27766,73738018,NA,NA,NA,NA,NA,NA
GA,education - other,2001,6669,22502455,3745,3234698,248108,8071,25737153,NA,NA,NA,NA,NA,NA
GA,libraries,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
GA,liquor stores,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
GA,other and unallocable,2001,4229,13707705,462,199308,25795,4378,13907013,NA,NA,NA,NA,NA,NA
HI,total,2001,49771,146703862,18682,13670994,883650,54890,160374856,NA,NA,NA,NA,NA,NA
HI,financial administration,2001,673,2052414,6,2290,468,676,2054704,NA,NA,NA,NA,NA,NA
HI,other government administration,2001,607,2046764,10,16348,812,611,2063112,NA,NA,NA,NA,NA,NA
HI,judicial and legal,2001,2199,7375620,71,85168,3318,2218,7460788,NA,NA,NA,NA,NA,NA
HI,police protection - officers,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
HI,police protection - other,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
HI,corrections,2001,2448,6879414,24,56408,2616,2463,6935822,NA,NA,NA,NA,NA,NA
HI,streets and highways,2001,909,2818750,12,7922,936,914,2826672,NA,NA,NA,NA,NA,NA
HI,air transportation,2001,1099,2903974,26,42766,2008,1110,2946740,NA,NA,NA,NA,NA,NA
HI,water transport and terminals,2001,208,582074,3,1614,232,209,583688,NA,NA,NA,NA,NA,NA
HI,public welfare,2001,797,2282596,45,24232,3430,816,2306828,NA,NA,NA,NA,NA,NA
HI,health,2001,2412,7295472,86,128638,6084,2446,7424110,NA,NA,NA,NA,NA,NA
HI,hospitals,2001,3527,10942726,280,550698,29506,3696,11493424,NA,NA,NA,NA,NA,NA
HI,social insurance administration,2001,423,1068390,56,68906,4520,449,1137296,NA,NA,NA,NA,NA,NA
HI,solid waste management,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
HI,sewerage,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
HI,parks and recreation,2001,160,412004,167,81404,8120,205,493408,NA,NA,NA,NA,NA,NA
HI,housing and community development,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
HI,natural resources,2001,1009,3520804,354,458246,28808,1172,3979050,NA,NA,NA,NA,NA,NA
HI,water transport and terminals,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
HI,electric power,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
HI,gas supply,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
HI,transit,2001,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
HI,education - elementary and secondary instructional,2001,18742,51696884,6601,3743960,213832,20030,55440844,NA,NA,NA,NA,NA,NA
HI,education - elementary and secondary total,2001,4682,10374884,3937,1285918,110584,5348,11660802,NA,NA,NA,NA,NA,NA
